id,jp,zh,status,speaker,src,ctl,lines,note
inc/event/res/mainscenarioevent02/mea02_01.txt#5#12,"新しい場所…
そう、思い出したの。夢ノ珠のこと。","新的地方……
对，我想起来了。关于梦之珠的事。",translated,依恩,59ea60bf41,br=0 nl=1,2,
inc/event/res/mainscenarioevent02/mea02_01.txt#7#12,"それとね、新しい場所の事も思いだした。
そう…夢ノ珠っていうコロンのこと。","还有呢，我也想起了新地方的事。
对……就是名为梦之珠的克隆。",translated,依恩,687577ec53,br=0 nl=1,2,
inc/event/res/mainscenarioevent02/mea02_01.txt#9#12,"万寿沙羅でハスの花を咲かせて、
それが、もう夢ノ珠みたいな遠い所でも
噂になってて、ビックリした。","在万寿沙罗让莲花绽放的事，
竟然连梦之珠这么遥远的地方
都有人在传闻了，真让我吓了一跳。",translated,依恩,3ad8ebd5ce,br=0 nl=2,3,
inc/event/res/mainscenarioevent02/mea02_01.txt#10#12,"それでわたし、この夢ノ珠で
ネイちゃんと出会ったんだ。","然后我呢，就是在这座梦之珠
遇见了妮伊。",translated,依恩,4fef822cc0,br=0 nl=1,2,
inc/event/res/mainscenarioevent02/mea02_01.txt#11#12,"ネイちゃんって凄く活発で、
とっても頼りになるんだよね。","妮伊性格非常活泼，
而且特别靠得住呢。",translated,依恩,b2fe3c4401,br=0 nl=1,2,
inc/event/res/mainscenarioevent02/mea02_01.txt#12#12,"ねえ、あなたから見て、
ネイちゃんってどんな感じだった？","呐，在你的眼中，
妮伊给你一种怎样的感觉呢？",translated,依恩,f37922ce5d,br=0 nl=1,2,
inc/event/res/mainscenarioevent02/mea02_01.txt#13#12,普通に今どきの元気な子,很常见的当下元气女孩,translated,,b1adde62d8,br=0 nl=0,1,
inc/event/res/mainscenarioevent02/mea02_01.txt#14#12,結構好みかも…,挺符合我的喜好……,translated,,61fc5c068f,br=0 nl=0,1,
inc/event/res/mainscenarioevent02/mea02_01.txt#17#12,"そっか、普通に元気な子なんだ。
あなたの周りには普通にいるタイプの
女の子なんだね。","这样啊，很常见的元气女孩啊。
是你身边很普遍的那种
女孩子类型呢。",translated,依恩,94189297c8,br=0 nl=2,3,
inc/event/res/mainscenarioevent02/mea02_01.txt#18#12,"でも、わたしにとっては、今までになく
元気で活発で、本当にびっくりしたの。","可是对我来说，她那种前所未有的
活力与开朗，真的让我吃了一惊呢。",translated,依恩,01f914bed4,br=0 nl=1,2,
