id,jp,zh,status,speaker,src,ctl,lines,note
inc/event/res/daysevent09/day09_01.txt#6#12,"時々、高いところからの景色を
眺めてみたい、って思うことがあるの。","有时候，我总会想着
眺望一下高处的景色呢。",translated,依恩,2d6ddcc639,br=0 nl=1,2,
inc/event/res/daysevent09/day09_01.txt#7#12,"うんと高いところ……道を歩く人達が
豆粒みたいに小さく見えるくらいの
高いところが良いかな？","特别高的地方……比如路上走着的人
小得像豆子一样看得清清楚楚的
那种高处是不是挺不错的？",translated,依恩,0987f22118,br=0 nl=2,3,
inc/event/res/daysevent09/day09_01.txt#8#12,"そういうところから見える景色を見たい、
って思うの。あなたはどうかな？","我很想看看从那种地方俯瞰的景色呢。
你是怎么想的呢？",translated,依恩,2ac9cf0b81,br=0 nl=1,2,
inc/event/res/daysevent09/day09_01.txt#9#12,山からの景色を眺めたい,想眺望高山上的景色,translated,,1f6c368b82,br=0 nl=0,1,
inc/event/res/daysevent09/day09_01.txt#10#12,綺麗な夜景を一望したい,想一览美丽的夜景,translated,,dfcb8c70fa,br=0 nl=0,1,
inc/event/res/daysevent09/day09_01.txt#14#12,"わ、わたしが思ってたよりも、
随分高度が上がったような……。","感觉这高度、比我想象中的
还要高出很多呢……",translated,依恩,ced6fd8d01,br=0 nl=1,2,
inc/event/res/daysevent09/day09_01.txt#15#12,"でも、高い山からの景色とかって、
ちょっと興味あるかも。","不过从高山俯瞰的景色，
我可能还真挺感兴趣的。",translated,依恩,833a5011c7,br=0 nl=1,2,
inc/event/res/daysevent09/day09_01.txt#16#12,"行くまでが大変だけど、
いつか自分の目で見てみたいな。","虽然去的过程会很辛苦，
但真想哪天亲眼去看一看呢。",translated,依恩,c94fb56437,br=0 nl=1,2,
inc/event/res/daysevent09/day09_01.txt#21#12,わぁ……ロマンチックでいいね。,哇……真浪漫，真好呢。,translated,依恩,6ecfbb0432,br=0 nl=0,1,
inc/event/res/daysevent09/day09_01.txt#22#12,そのうち、デートで行ってみたいかも。,改天，也想和你去那里约会看看呢。,translated,依恩,3a2a6bc3ac,br=0 nl=0,1,
inc/event/res/daysevent09/day09_01.txt#24#14,"景色を見渡すことは
多くても、見下ろすの
は中々できないよね？","虽然经常可以极目远眺，
但是要俯瞰大地
可不太容易呢？",translated,,c4f259db92,br=0 nl=2,3,
inc/event/res/daysevent09/day09_02.txt#6#12,"ねえねえ、お化粧している女の子って、
あなたはどう思う？","呐呐，化妆的女孩子，
你是怎么看的呢？",translated,依恩,874d8fec87,br=0 nl=1,2,
inc/event/res/daysevent09/day09_02.txt#7#12,"あ、言っておくけど、
わたしも少しはしてるんだよ？","啊，先说好，
我自己也是稍微化了一点的哦？",translated,依恩,1fbd8df429,br=0 nl=1,2,
inc/event/res/daysevent09/day09_02.txt#8#12,"でも、時間をかけてしてるわけじゃ
ないから、少しはビシッと決めた方が
いいのかなぁ、なんて……。","不过并不是花很长时间化的，
所以我在想，是不是稍微化得更精致一点
会比较好呢，之类的……",translated,依恩,cc5617fd70,br=0 nl=2,3,
inc/event/res/daysevent09/day09_02.txt#9#12,今くらいでいいんじゃない？,像现在这样不就挺好的吗？,translated,,403e74e89e,br=0 nl=0,1,
inc/event/res/daysevent09/day09_02.txt#10#12,"あんまり濃い化粧はしたくないけど、
それなりにはした方がいいと思うの。","虽然我不太想化浓妆，
但觉得化个适度的妆容还是挺有必要的。",translated,依恩,2e77313cee,br=0 nl=1,2,
inc/event/res/daysevent09/day09_02.txt#11#12,"わたしももう子供じゃないんだし、
大人としての身だしなみを整えられる
ようにならないと、って……。","我也已经不是小孩子了，
总得学会整理好作为大人的
仪容仪表才行，我是这么觉得的……",translated,依恩,5d6115f6cc,br=0 nl=2,3,
inc/event/res/daysevent09/day09_02.txt#14#12,今度、ねりこさんに教わってみようかな？,下次，要不去请教一下妮莉库小姐吧？,translated,依恩,cea289aeb1,br=0 nl=0,1,
inc/event/res/daysevent09/day09_02.txt#21#12,"そ、そうかな？
でも、もう子供じゃないんだし、
少しはした方がいいような……。","是、是吗？
可是我已经不是小孩子了，
总觉得还是稍微化一点比较好……",translated,依恩,c4fd7ce888,br=0 nl=2,3,
inc/event/res/daysevent09/day09_02.txt#22#12,"……でも、あなたが言うなら、
今くらいの方がいいのかな？","……不过既然你都这么说了，
维持现在这样或许更好一些吧？",translated,依恩,bdd29837e9,br=0 nl=1,2,
inc/event/res/daysevent09/day09_02.txt#23#12,"うん、そうだね。
あなたの言葉、信じるよ。","嗯，说得也是呢。
我相信你说的话哦。",translated,依恩,46aa194e1c,br=0 nl=1,2,
inc/event/res/daysevent09/day09_02.txt#24#14,"お化粧をビシッと
決めた女の人って、
かっこいいよね。","妆容打理得
格外精致干练的女性，
真的很帅气呢。",translated,,2aa581d73e,br=0 nl=2,3,
inc/event/res/daysevent09/day09_03.txt#6#12,"ねえねえ、あなたはわたしに、
どんな格好をしてほしい？","呐呐，你希望我
穿成什么样子呢？",translated,依恩,797bec8546,br=0 nl=1,2,
inc/event/res/daysevent09/day09_03.txt#7#12,"あ、どんなって言っても、
あんまり細かい指定は無しだよ？","啊，虽说是什么样子，
但不准提出太细致的要求哦？",translated,依恩,b51849322f,br=0 nl=1,2,
inc/event/res/daysevent09/day09_03.txt#8#12,"簡単に、派手なのが良いか地味なのが
良いかを聞きたいの。","简单来说，我只是想问问你
是喜欢华丽一些的还是朴素一些的。",translated,依恩,2956ca7d48,br=0 nl=1,2,
inc/event/res/daysevent09/day09_03.txt#9#12,派手なのが良い,喜欢华丽一点的,translated,,64568f924b,br=0 nl=0,1,
inc/event/res/daysevent09/day09_03.txt#10#12,地味なのが良い,喜欢朴素一点的,translated,,a25eb41bb3,br=0 nl=0,1,
inc/event/res/daysevent09/day09_03.txt#14#12,は、派手なのが良いんだ？,喜、喜欢华丽的呀？,translated,依恩,afe1fe3948,br=0 nl=0,1,
inc/event/res/daysevent09/day09_03.txt#15#12,"う～ん……わかったよ……。
でも、あまり露出の激しいのは
ダメだからね？","唔～……我知道了啦……
但是布料太少太露骨的
可不行哦？",translated,依恩,260a91dc9c,br=0 nl=2,3,
inc/event/res/daysevent09/day09_03.txt#20#12,地味なのがお好みなの？,你中意朴素一点的风格呀？,translated,依恩,56cdea0081,br=0 nl=0,1,
inc/event/res/daysevent09/day09_03.txt#21#12,"うん、わかったよ。
教えてくれてありがと。","嗯，我知道了。
谢谢你告诉我哦。",translated,依恩,a63fe1e23b,br=0 nl=1,2,
inc/event/res/daysevent09/day09_03.txt#23#12,"えへへ……この質問って、結構前にも
したの、覚えてる？","嘿嘿……这个问题在很久以前
我也问过一次，你还记得吗？",translated,依恩,55d95e0643,br=0 nl=1,2,
inc/event/res/daysevent09/day09_03.txt#24#12,"でも、あの頃と違って、今はわたし、
あなたの恋人だもん。","不过和那个时候不同，现在的我，
已经是你的恋人了嘛。",translated,依恩,067d1a8748,br=0 nl=1,2,
inc/event/res/daysevent09/day09_03.txt#25#12,"だから、恋人としてもう一度質問して、
あなたに聞いてみたかったの。","所以我想以恋人的身份再问一次，
听听你的想法。",translated,依恩,13eb2c68ca,br=0 nl=1,2,
inc/event/res/daysevent09/day09_03.txt#26#12,"やっぱり、あの時とはちょっとだけ、
違った気持ちになれるね。","果然心情变得
和那个时候有些不太一样了呢。",translated,依恩,6150921da7,br=0 nl=1,2,
inc/event/res/daysevent09/day09_03.txt#27#14,"わたしの恋人さんは、
そういうのが好きなん
だね？","我的恋人先生，
原来喜欢那种
风格呀？",translated,,25eea7075d,br=0 nl=2,3,
inc/event/res/daysevent09/day09_04.txt#6#12,"そういえば、冷蔵庫の中にずっと使ってない
材料があるのを見つけたの。","说起来，我发现冰箱里
有一直没用过的材料呢。",translated,依恩,a9db36810e,br=0 nl=1,2,
inc/event/res/daysevent09/day09_04.txt#7#12,"いつ採ってきたのか思い出せないから、
相当前から入ってる、ってことだよね？","因为记不得是什么时候采来的了，
也就是说已经放了相当长的时间吧？",translated,依恩,b3f669d3f4,br=0 nl=1,2,
inc/event/res/daysevent09/day09_04.txt#8#12,"採ってくるときに、その時必要じゃない物も
一緒に採ってくるのがいけないのかな？","是不是因为我采东西时，把当时并不需要
的东西也一起采回来的缘故呢？",translated,依恩,b0e7a0c2d0,br=0 nl=1,2,
inc/event/res/daysevent09/day09_04.txt#9#12,腐らないから問題ないよ,又不会放坏所以没问题啦,translated,,1b4488dd9a,br=0 nl=0,1,
inc/event/res/daysevent09/day09_04.txt#10#12,"でも、せっかく材料を集めに行くのに、
必要なものしか持って帰らないのは、
それはそれでちょっと勿体ないし……。","可是难得特意跑去采集材料，
只带必要的东西回来，
未免又觉得有点可惜……",translated,依恩,7449b486b0,br=0 nl=2,3,
inc/event/res/daysevent09/day09_04.txt#11#12,"その時だけじゃなくて、次に作る物に
必要になる、ってわかってる物を選んで
持ってくるようにしようかな？","以后不仅看当时需要的，
还要挑选明知下次制作会用到的材料
带回来，这样如何呢？",translated,依恩,9254079689,br=0 nl=2,3,
inc/event/res/daysevent09/day09_04.txt#14#12,うん、そうした方がいいよね。,嗯，那样做比较好吧。,translated,依恩,c8e153bf54,br=0 nl=0,1,
inc/event/res/daysevent09/day09_04.txt#15#12,"そうすれば、冷蔵庫の中に入れっぱなし、
なんてことにはならないと思うし。","这样一来，应该就不会出现
一直堆在冰箱里不管的情况了。",translated,依恩,42b1496af6,br=0 nl=1,2,
inc/event/res/daysevent09/day09_04.txt#22#12,"あっ、言われてみればそうだよね。
えへへ、安心しちゃった！","啊，听你这么一说确实是呢。
嘿嘿，这下我放心了！",translated,依恩,f3a48934ab,br=0 nl=1,2,
inc/event/res/daysevent09/day09_04.txt#24#12,"あ、安心、していいのかな……？
そもそも、腐らない、っていうのも
それはそれでちょっと怖いような……。","不、不过，真的可以放心吗……？
说到底“不会放坏”这点，
感觉本身也挺让人害怕的……",translated,依恩,0be541eb90,br=0 nl=2,3,
inc/event/res/daysevent09/day09_04.txt#25#14,"冷蔵庫の中のお掃除。
わたしはちょっと
苦手かも……。","打扫冰箱里面的卫生。
我可能稍微
有点不在行呢……",translated,,af11e69ee1,br=0 nl=2,3,
inc/event/res/daysevent09/day09_05.txt#6#12,ねえねえ、聞いておきたいことがあるの。,呐呐，我有件事想问问你。,translated,依恩,aeb7e88761,br=0 nl=0,1,
inc/event/res/daysevent09/day09_05.txt#7#12,"あなたが、その……
も、もし、結婚したとするでしょ？","如果你，那个……
假、假如结婚了的话对吧？",translated,依恩,ca3f451a1d,br=0 nl=1,2,
inc/event/res/daysevent09/day09_05.txt#8#12,"そうなった時、奥さんはちゃんと毎日
家事をする人の方がいい？","到了那个时候，你希望妻子是个
每天都老老实实做家务的人吗？",translated,依恩,658e0e8557,br=0 nl=1,2,
inc/event/res/daysevent09/day09_05.txt#9#12,そりゃもちろん,那当然啦,translated,,8803214fed,br=0 nl=0,1,
inc/event/res/daysevent09/day09_05.txt#10#12,そこまで完璧は求めないかも,可能不会追求那么完美吧,translated,,ba72d4c2b9,br=0 nl=0,1,
inc/event/res/daysevent09/day09_05.txt#14#12,そっか……うん、やっぱりそうだよね。,这样啊……嗯，果然是那样呢。,translated,依恩,6ea30da905,br=0 nl=0,1,
inc/event/res/daysevent09/day09_05.txt#15#12,これからは、もっと家事を頑張ろうかな？,那我以后是不是要更努力做家务呢？,translated,依恩,828095cdfc,br=0 nl=0,1,
inc/event/res/daysevent09/day09_05.txt#16#12,"そうすれば、もっとあなたに好きになって
もらえそうだしね、えへへ……。","这样的话，好像就能让你
变得更加喜欢我了呢，嘿嘿……",translated,依恩,27a5e02744,br=0 nl=1,2,
inc/event/res/daysevent09/day09_05.txt#21#12,そうなんだ……ちょっと安心したよ。,是这样啊……我稍微安心了些哦。,translated,依恩,f0128fcb8d,br=0 nl=0,1,
inc/event/res/daysevent09/day09_05.txt#22#12,"わたし、家事ってあまり得意じゃないから、
毎日家事のできる人の方がいいって言われ
たらどうしよう、って思ってたの。","因为我并不太擅长做家务，
要是你说希望是每天都能做家务的人，
我都不知道该怎么办才好了。",translated,依恩,761b6bf943,br=0 nl=2,3,
inc/event/res/daysevent09/day09_05.txt#23#12,"でも、それで家の中がぐちゃぐちゃに
なるのは、ちょっと嫌かも……。","不过如果家里因此变得一团乱糟糟的，
感觉也有点讨厌呢……",translated,依恩,9c4523ca0c,br=0 nl=1,2,
inc/event/res/daysevent09/day09_05.txt#24#12,その時は、分担で作業しようね。,到那时，我们两个人分工干活吧。,translated,依恩,dd66b98e95,br=0 nl=0,1,
inc/event/res/daysevent09/day09_05.txt#26#14,"家事の苦手な女の子も
いるんだよ……。","世上也是有
不擅长家务的女孩子的呀……",translated,,1f27b000fe,br=0 nl=1,2,
inc/event/res/daysevent09/day09_06.txt#6#12,"そういえば、洗い物をしてる時に
コップを割っちゃったの。","说起来，洗碗洗杯子的时候
我不小心把杯子打碎了。",translated,依恩,893cebe70a,br=0 nl=1,2,
inc/event/res/daysevent09/day09_06.txt#7#12,"ちょっと深めのコップだったから、
洗うのが難しくて……。","因为是稍微偏深的杯子，
洗起来挺费劲的……",translated,依恩,f484e064c6,br=0 nl=1,2,
