id,jp,zh,status,speaker,src,ctl,lines,note
inc/event/res/itemevent02/rt_as02a.txt#3#12,ふぅ……やっとできたぁ。,呼……总算做出来啦。,translated,依恩,1aefc55f40,br=0 nl=0,1,
inc/event/res/itemevent02/rt_as02a.txt#4#12,"おまたせー。
クリスタライズポットの完成だよ！","久等啦――
结晶壶制作完成啦！",translated,依恩,e694615db0,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02a.txt#5#12,"これはちょっと危ないから、
使う時は注意してね。","这个稍微有点危险，
使用的时候要多加小心哦。",translated,依恩,8886a3359c,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02a.txt#6#12,"これは無機物を溶かして、
再結晶化を促進する溶液なの。","这是用来溶解无机物、
促进再结晶化的溶液哦。",translated,依恩,dbaca1436f,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02a.txt#7#12,"無機溶剤、でわかる？
まあ塩酸みたいなものだね。","说无机溶剂你能明白吗？
嘛，就类似于盐酸那样的东西吧。",translated,依恩,236a91f553,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02a.txt#8#12,"ちゃんと溶けるか、
金属片を使って試してみるね。
それじゃ、何個か落としてみるよ。","我拿金属碎片来试试看
到底能不能顺利溶解哦。
那我这就扔几个进去看看啦。",translated,依恩,5af4e331b6,br=0 nl=2,3,
inc/event/res/itemevent02/rt_as02a.txt#9#12,"わわっ、凄いよ！
ジュワッっていったよ、ジュワッて！","哇哇，好厉害！
滋滋地冒泡了，滋滋地响呢！",translated,依恩,ae51024c08,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02a.txt#10#12,"うわぁ……あっという間に溶けちゃった。
なんか、思ったより凄いかも。","哇啊……一眨眼就溶化掉了。
感觉比想象中还要厉害呢。",translated,依恩,48e6022d14,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02a.txt#12#12,少し触ってみない？,要不要稍微摸摸看？,translated,,608db20c0f,br=0 nl=0,1,
inc/event/res/itemevent02/rt_as02a.txt#13#12,"今更だけど、ちょっとだけ
怖くなってきちゃった。","虽然事到如今才这么说，
但稍微开始觉得有点可怕了呢。",translated,依恩,71565d2d66,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02a.txt#14#12,"……でも、こういう酸性の薬品を
使う時って、変にドキドキするよね。","……不过，使用这种酸性药品的时候，
心里总会莫名地怦怦直跳呢。",translated,依恩,cffffd3a30,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02a.txt#18#12,"とりあえず成功したけど、
とっても危険だから厳重に保管した方が
よさそうだね。","虽然姑且算是成功了，
但因为非常危险，
感觉最好还是严加保管呢。",translated,依恩,7aafc7ee25,br=0 nl=2,3,
inc/event/res/itemevent02/rt_as02a.txt#22#12,"……あなたって、理科の実験で塩酸を
使う時に、指先にちょこっとだけつけて
すぐに洗うタイプの人でしょ？","……你该不会是在理科实验用盐酸时，
会用指尖轻轻沾一点
然后马上冲洗的那种类型吧？",translated,依恩,7bdec5e0e6,br=0 nl=2,3,
inc/event/res/itemevent02/rt_as02a.txt#23#12,"でもこれは一瞬で金属を溶かすくらいに
強いから、指先に少しだとしても、
絶対に触ったらダメだよ。","但这个可是能在瞬间溶解金属的强酸，
哪怕只是指尖沾到一点点，
也绝对不可以用手碰哦！",translated,依恩,5900fa97b5,br=0 nl=2,3,
inc/event/res/itemevent02/rt_as02a.txt#26#14,"クリスタライズポット
を作ったよ♪","制作了
结晶壶哦♪",translated,,056f4b717e,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02a.txt#28#14,"クリスタライズポット
が完成したよ♪","结晶壶
制作完成了♪",translated,,5170236a3f,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02a.txt#30#14,"クリスタライズポット
の作成完了。
次は何を作ろうかな♪","结晶壶
制作完毕。
下次要做什么呢♪",translated,,25156802e8,br=0 nl=2,3,
inc/event/res/itemevent02/rt_as02a.txt#32#14,"クリスタライズポット
ができたよ♪","结晶壶
做出来啦♪",translated,,5f45cdbb2c,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02c.txt#3#12,……うん、確かこんな感じだったかな？,……嗯，应该差不多是这样吧？,translated,依恩,6d967d7f7d,br=0 nl=0,1,
inc/event/res/itemevent02/rt_as02c.txt#4#12,"またまた作ってみましたー。
クリスタライズポットだよ！","我又做了一个哦――
是结晶壶哦！",translated,依恩,964c898244,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02c.txt#5#12,"こういう危険なのって、使うのもそうだけど
作るのもドキドキするよね。","像这种危险品，不仅使用时很紧张，
连制作的时候也让人心跳不已呢。",translated,依恩,2ffe12d4b8,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02c.txt#6#12,"マッドサイエンティストにでも
なった気分だよ。","简直就像变成了
疯狂科学家一样的感觉呢。",translated,依恩,157902b126,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02c.txt#7#12,"それじゃ、早速この金属片を
使って実験してみるよ。
ちゃんと溶けるかなぁ？","那么，我这就拿这枚金属碎片
来做实验看看哦。
到底能不能顺利溶化呢？",translated,依恩,fc4cf6ba94,br=0 nl=2,3,
inc/event/res/itemevent02/rt_as02c.txt#8#12,……えっ？,……诶？,translated,依恩,2347919e33,br=0 nl=0,1,
inc/event/res/itemevent02/rt_as02c.txt#9#12,"な、なんか、一瞬でジュワッて
溶けちゃったんだけど……。","怎、怎么一瞬间就伴随着滋滋声
直接溶化掉了……",translated,依恩,51c755e557,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02c.txt#10#12,"……た、頼もしいね！
いいよこれ、最高だよ！","……还、还挺可靠的嘛！
真不错啊这个，太棒啦！",translated,依恩,ee850522a4,br=0 nl=1,2,
inc/event/res/itemevent02/rt_as02c.txt#12#12,危ない,太危险了,translated,,95e1afe943,br=0 nl=0,1,
inc/event/res/itemevent02/rt_as02c.txt#13#12,強力過ぎるから失敗,效果太强所以算失败,translated,,2e6298a0a2,br=0 nl=0,1,
