id,jp,zh,status,speaker,src,ctl,lines,note
inc/event/res/ex06/ex06_01.txt#24#12,……ひまッス。,……好闲啊。,translated,白鹰,e79a08d599,br=0 nl=0,1,
inc/event/res/ex06/ex06_01.txt#25#12,"だってー、シェルノトロン規制とかないッスよー！
ひどすぎるッス！","真是的～，管制榭鲁诺特伦也太扯了吧～！
太过分了啊！",translated,白鹰,5424c7fbb4,br=0 nl=1,2,
inc/event/res/ex06/ex06_01.txt#26#12,"そんなことされたら、バイオス屋なんて
商売あがったりッスよ！
客なんて来るわけないじゃないッスかー！","要是搞出这种名堂，BIOS屋这种
买卖可就彻底歇业了啊！
怎么可能会有客人光顾嘛～！",translated,白鹰,3104118640,br=0 nl=2,3,
inc/event/res/ex06/ex06_01.txt#27#12,"おかげでプラネタリー・メゾンに来る観光客も
激減、あっちもこっちも店を畳んじまうし――","托这福来行星公馆的观光客也骤减，
到处都是关门大吉的店铺――",translated,白鹰,27782f2b40,br=0 nl=1,2,
inc/event/res/ex06/ex06_01.txt#28#12,"ぬがー！
星が滅びる前にバイオス屋が滅んじまうッスよー！","嗷啊啊！
星球还没毁灭，BIOS屋就要先完蛋了啦～！",translated,白鹰,2afba94708,br=0 nl=1,2,
inc/event/res/ex06/ex06_01.txt#29#12,"……まさか、本業のバイオス屋よりも、
趣味のフィギュアと魔改造G2トロンの方が
生活の足しになる日が来るとは。","……真没想到，比起当主业的BIOS屋，
反而是业余手办和魔改G2特伦
更能帮补生计的一天居然会到来。",translated,白鹰,e816cf4f13,br=0 nl=2,3,
inc/event/res/ex06/ex06_01.txt#30#12,"G2トロン愛好会の連中としか、
最近は連絡も取りづらいし。","最近也就只有跟G2特伦爱好的同好们，
还能勉强联系得上了。",translated,白鹰,f4c89d52ff,br=0 nl=1,2,
inc/event/res/ex06/ex06_01.txt#31#12,"……はぁぁ。
もしかして、この大事件もイオンちゃんたちが
絡んでるんスかね。","……唉。
该不会，这起大事件也有依恩酱她们
卷入在其中吧。",translated,白鹰,2e8c27d47e,br=0 nl=2,3,
inc/event/res/ex06/ex06_01.txt#32#12,"PLASMAなんて連中の厄介になってるって
ことは、相応にヤバいことやったってこと
だろうしなぁ……。","既然招惹上了PLASMA那帮家伙，
也就意味着肯定搞出了相应不得了的大事
对吧……。",translated,白鹰,46d871ef89,br=0 nl=2,3,
inc/event/res/ex06/ex06_01.txt#33#12,"いやいや！
落ち着け俺、こういう時こそ冷静になるんだ。","不不不！
冷静点我，这种时候更要保持冷静。",translated,白鹰,eb9ad970d9,br=0 nl=1,2,
inc/event/res/ex06/ex06_01.txt#34#12,"あれはチューブ・カンパニーが勝手に
起こした事故だっていうし、
皇位継承の儀はまったくもってノータッチ！","听说那是管体公司擅自
引发的事故，
皇位继承仪式根本完全不受波及！",translated,白鹰,5a8419afbb,br=0 nl=2,3,
inc/event/res/ex06/ex06_01.txt#35#12,"つまり、イオンちゃんは超天使であり、
プリティベリーちゃんが究極天使なのは
疑いようもない事実！","也就是说，依恩酱是超级天使，
而靓丽浆果妹妹则是究极天使，
这是毋庸置疑的事实！",translated,白鹰,35a87bf4c6,br=0 nl=2,3,
inc/event/res/ex06/ex06_01.txt#36#12,"ふぅ……。
俺としたことが、PLASMAにハックしたからって
最近はビビりすぎだっつーの。","呼……。
我真是的，不过黑进了PLASMA一次而已，
最近也未免太谨小慎微吓破胆了啦。",translated,白鹰,5aad06a034,br=0 nl=2,3,
inc/event/res/ex06/ex06_01.txt#37#12,"あれはノエルが完璧に対策したし、
俺の身元がバレるなんてことは万一にも――","那次诺艾尔明明做了万全的对策，
我的真实身份无论如何也不可能暴露――",translated,白鹰,64ac9fca18,br=0 nl=1,2,
inc/event/res/ex06/ex06_01.txt#38#12,"……そういや、最近はノエルとまったく
連絡取れないな。","……说起来，最近跟诺艾尔完全
联系不上了呢。",translated,白鹰,aede413d24,br=0 nl=1,2,
inc/event/res/ex06/ex06_01.txt#39#12,"待て待て、ノエルが捕まることなんて、
それこそ絶対にねーから！
きっと、また体調が悪くなっただけで――","等等等等，诺艾尔被抓这种事，
那是绝对不可能发生的好吧！
肯定只是又身体不舒服了而已――",translated,白鹰,e92e71c0df,br=0 nl=2,3,
inc/event/res/ex06/ex06_01.txt#40#12,"おおおぅ！
それはそれでピンチじゃねえかー！
マジでどうなってんだー！","喔喔喔！
但那样子不也是大危机嘛～！
到底变成怎样了啊～！",translated,白鹰,c3aaf88a45,br=0 nl=2,3,
inc/event/res/ex06/ex06_01.txt#41#12,"……無事なら連絡の一つくらいくれよ、
ちくしょー……。","……要是平安无事就给我来个联络啊，
可恶……。",translated,白鹰,9a154f0547,br=0 nl=1,2,
inc/event/res/ex06/ex06_01.txt#45#12,ノエルか！？,是诺艾尔吗！？,translated,白鹰,d6987d7ef6,br=0 nl=0,1,
inc/event/res/ex06/ex06_01.txt#46#12,"って違うか……。
ん、初めて見るアドレスだな。
ってか、ジェノム？","等等不是啊……。
嗯，是个从没见过的地址呢。
话说，是基因体？",translated,白鹰,bec3c5fb55,br=0 nl=2,3,
inc/event/res/ex06/ex06_01.txt#47#12,"なんぞこれは……。
出てみるか……。","这是什么玩意……。
接通看看吧……。",translated,白鹰,41066a8553,br=0 nl=1,2,
inc/event/res/ex06/ex06_01.txt#62#12,"はいはーい。
こちら白鷹さんのバイオス屋ですよー。","来喽来喽。
这里是白鹰先生的BIOS屋哦――。",translated,白鹰,26b29599c8,br=0 nl=1,2,
inc/event/res/ex06/ex06_01.txt#63#12,あ、あの、えっと……。,那、那个，呃……。,translated,依恩,0cb7af95d5,br=0 nl=0,1,
inc/event/res/ex06/ex06_01.txt#64#12,"もしもーし。ありゃ？
なんだこれ、声がやけに遠いなっと……。","喂喂～？哎呀？
搞什么啊，这声音听着格外遥远呢……。",translated,白鹰,32b2228f16,br=0 nl=1,2,
inc/event/res/ex06/ex06_01.txt#68#12,あの、聞こえますか、白鷹さん……。,那个，听得见吗，白鹰先生……。,translated,依恩,e6db61bdd5,br=0 nl=0,1,
