id,jp,zh,status,speaker,src,ctl,lines,note
inc/event/res/13/me13_00.txt#6#12,久し振りだね。,好久不见了呢。,translated,依恩,b69b97890d,br=0 nl=0,1,
inc/event/res/13/me13_00.txt#7#12,君は確か……,你记得是……,translated,,54aad166df,br=0 nl=0,1,
inc/event/res/13/me13_00.txt#9#12,"覚えてた？
私はイオンのこころの中で
ナビゲーターの役割をする存在。","还记得吗？
我是存在于依恩内心深处，
担任着领航员角色的存在。",translated,依恩,21733ebae8,br=0 nl=2,3,
inc/event/res/13/me13_00.txt#10#12,"今日は、あなたに１つ、重要なお知らせが
あって、ここにやってきた。","今天我来到这里，
是为了向你传达一件重要的事情。",translated,依恩,730b22a59a,br=0 nl=1,2,
inc/event/res/13/me13_00.txt#11#12,重要なお知らせ？,重要的事？,translated,,c166ab6abf,br=0 nl=0,1,
inc/event/res/13/me13_00.txt#13#12,"そう。今、イオンの記憶に
奇跡的変化が起きつつある。","是的。如今依恩的记忆之中，
正在发生着奇迹般的转变。",translated,依恩,7b2baac246,br=0 nl=1,2,
inc/event/res/13/me13_00.txt#14#12,それは、記憶の完全なる復元。,那就是，记忆的彻底复原。,translated,依恩,ec6ad089d5,br=0 nl=0,1,
inc/event/res/13/me13_00.txt#15#12,"完膚無きまでに破壊され、
もはや記憶のカケラとしてすら認識されて
いなかった想い出の断片――","曾经被摧毁得体无完肤、
甚至再也无法被识别为记忆碎片的
那些回忆之残片――",translated,依恩,7d187c236e,br=0 nl=2,3,
inc/event/res/13/me13_00.txt#16#12,"それらが今、あなたの努力により、
全て元通りになろうとしているの。","那些残片如今在你的努力之下，
终于全部都要恢复如初了。",translated,依恩,ff35c1ad54,br=0 nl=1,2,
inc/event/res/13/me13_00.txt#17#12,"けど、取り戻されてはまずい人がいる。
その人にとってイオンの記憶は、
どれもかなり都合の悪いものばかり。","但是，有个人非常不希望记忆被找回。
对那个人而言，依恩的记忆
全都充满了极大的不便。",translated,依恩,a1d8f65bc6,br=0 nl=2,3,
inc/event/res/13/me13_00.txt#18#12,"あなたにはもう、その主犯が誰だか
分かっているよね？","你应该已经猜到，
那个罪魁祸首是谁了吧？",translated,依恩,969e6232b1,br=0 nl=1,2,
inc/event/res/13/me13_00.txt#19#12,ねりこさん？,是妮莉库小姐？,translated,,c5b8bf7abf,br=0 nl=0,1,
inc/event/res/13/me13_00.txt#20#12,ネロ？,妮诺？,translated,,106bdfbf80,br=0 nl=0,1,
inc/event/res/13/me13_00.txt#22#12,"違う。
ねりこさんは、単にイオンをこの世界に
留めておくだけの存在。","不是的。
妮莉库小姐仅仅只是为了
将依恩挽留在这个世界的存在。",translated,依恩,76bf40ea83,br=0 nl=2,3,
inc/event/res/13/me13_00.txt#23#12,"この記憶を破壊したのは、ネロ。
あなたはもうその記憶を垣間見ているはず。","摧毁这片记忆的人，正是妮诺。
我想你应该已经窥见过那段记忆了吧。",translated,依恩,73c3bb709f,br=0 nl=1,2,
inc/event/res/13/me13_00.txt#26#12,"正解。
あなたはもう、その記憶を垣間見ているものね。","答对了。
毕竟你早就已经窥见过那段记忆了呢。",translated,依恩,d3eadeeb3c,br=0 nl=1,2,
inc/event/res/13/me13_00.txt#28#12,"そして今、わたしはわたしの記憶の中に、
新たな記憶を創り出した。","而现在，我在我自己的记忆之中，
创造出了一段全新的记忆。",translated,依恩,5c59aab392,br=0 nl=1,2,
